FIPS,county,state,number,Geographic Area,County,2010_population,2011_population,2012_population,2013_population,2014_population,2015_population,2016_population,2017_population,2018_population,2019_population,FIPS_Code,State,Area_name,Unemployment_rate_2000,Unemployment_rate_2001,Unemployment_rate_2002,Unemployment_rate_2003,Unemployment_rate_2004,Unemployment_rate_2005,Unemployment_rate_2006,Unemployment_rate_2007,Unemployment_rate_2008,Unemployment_rate_2009,Unemployment_rate_2010,Unemployment_rate_2011,Unemployment_rate_2012,Unemployment_rate_2013,Unemployment_rate_2014,Unemployment_rate_2015,Unemployment_rate_2016,Unemployment_rate_2017,Unemployment_rate_2018,Unemployment_rate_2019,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019
13147,Hart,GA,GA-501,".Hart County, Georgia",Hart,"25,240","25,417","25,513","25,456","25,362","25,410","25,471","25,710","26,071","26,205",13147.0,GA,"Hart County, GA",4.0,5.9,6.3,5.4,5.4,7.4,6.9,7.0,9.5,14.1,11.7,11.1,10.1,9.1,7.5,6.3,5.4,4.5,3.7,3.6,5.4,"50,647",81.8
13149,Heard,GA,GA-500,".Heard County, Georgia",Heard,"11,841","11,731","11,652","11,564","11,623","11,556","11,579","11,751","11,871","11,923",13149.0,GA,"Heard County, GA",3.9,5.0,5.9,6.6,5.8,6.1,5.3,5.4,8.2,13.6,12.2,11.2,10.2,9.4,7.9,6.5,6.0,5.0,3.9,3.4,6.5,"48,984",79.1
13151,Henry,GA,GA-500,".Henry County, Georgia",Henry,"205,039","206,911","208,005","210,012","212,957","216,414","220,896","225,182","229,728","234,561",13151.0,GA,"Henry County, GA",2.7,3.1,4.4,4.6,4.7,5.7,4.9,4.7,6.6,10.2,10.5,10.2,9.3,8.4,7.3,6.3,5.6,4.9,4.2,3.7,7.4,"72,927",117.7
13153,Houston,GA,GA-501,".Houston County, Georgia",Houston,"140,651","143,775","145,827","147,527","148,575","149,323","151,622","153,202","155,523","157,863",13153.0,GA,"Houston County, GA",3.4,3.4,4.1,3.9,4.3,5.1,4.6,4.2,5.6,7.6,8.6,8.5,7.9,7.5,6.8,5.9,5.4,4.8,4.1,3.4,5.2,"65,641",106.0
13155,Irwin,GA,GA-501,".Irwin County, Georgia",Irwin,"9,577","9,676","9,597","9,345","9,078","9,135","9,302","9,352","9,396","9,416",13155.0,GA,"Irwin County, GA",4.6,5.5,6.0,6.4,5.1,6.1,5.4,6.5,10.7,15.8,14.9,13.6,11.6,10.5,9.6,8.5,7.9,7.1,5.7,4.7,5.5,"42,317",68.3
13157,Jackson,GA,GA-501,".Jackson County, Georgia",Jackson,"60,696","60,974","60,844","61,268","62,101","63,418","65,061","67,644","70,325","72,977",13157.0,GA,"Jackson County, GA",3.2,4.3,5.5,4.9,4.6,5.0,4.4,4.5,6.7,11.6,10.6,9.5,8.1,6.9,5.9,4.9,4.3,3.7,3.1,2.7,4.4,"66,645",107.6
13159,Jasper,GA,GA-500,".Jasper County, Georgia",Jasper,"13,889","13,832","13,640","13,597","13,531","13,683","13,767","13,882","14,029","14,219",13159.0,GA,"Jasper County, GA",3.2,3.6,5.0,5.5,5.3,5.4,5.1,5.2,8.9,13.1,11.8,10.9,9.6,8.2,6.7,5.6,4.8,4.4,3.6,3.2,4.9,"59,207",95.6
13161,Jeff Davis,GA,GA-501,".Jeff Davis County, Georgia",Jeff Davis,"15,111","15,158","15,192","15,042","14,927","15,013","14,965","15,039","15,048","15,115",13161.0,GA,"Jeff Davis County, GA",4.6,7.6,8.8,8.1,7.6,7.5,7.7,7.3,10.5,14.4,12.9,12.5,11.4,9.9,8.2,6.8,6.4,6.1,4.9,4.7,5.1,"40,603",65.5
13163,Jefferson,GA,GA-501,".Jefferson County, Georgia",Jefferson,"16,869","16,769","16,347","16,240","16,119","15,917","15,755","15,630","15,424","15,362",13163.0,GA,"Jefferson County, GA",6.6,8.2,9.5,8.7,8.5,9.0,6.9,7.7,10.6,15.1,14.2,13.1,13.0,13.9,11.3,9.2,7.5,6.2,5.4,4.9,6.7,"35,379",57.1
13165,Jenkins,GA,GA-501,".Jenkins County, Georgia",Jenkins,"8,320","8,125","9,108","9,194","9,034","8,899","8,812","8,813","8,765","8,676",13165.0,GA,"Jenkins County, GA",5.2,6.3,7.2,6.6,6.6,6.3,5.9,9.6,16.9,20.4,15.4,14.2,13.6,12.3,10.0,8.5,7.7,6.8,5.4,5.2,6.3,"32,808",53.0
13167,Johnson,GA,GA-501,".Johnson County, Georgia",Johnson,"9,986","9,999","10,004","9,900","9,803","9,708","9,660","9,737","9,706","9,643",13167.0,GA,"Johnson County, GA",6.0,6.1,6.9,7.4,5.9,6.6,5.8,6.4,8.6,13.1,10.9,10.9,9.8,9.8,8.6,7.1,6.2,5.1,4.0,3.7,4.9,"37,771",61.0
13169,Jones,GA,GA-501,".Jones County, Georgia",Jones,"28,646","28,740","28,624","28,576","28,652","28,441","28,574","28,466","28,680","28,735",13169.0,GA,"Jones County, GA",3.8,3.6,4.4,4.2,4.6,5.2,5.4,4.6,6.2,9.0,9.8,9.1,8.4,7.2,6.3,5.6,4.9,4.4,3.7,3.3,4.6,"56,819",91.7
13171,Lamar,GA,GA-500,".Lamar County, Georgia",Lamar,"18,265","18,160","18,030","17,929","18,189","18,236","18,484","18,600","18,961","19,077",13171.0,GA,"Lamar County, GA",4.4,4.9,6.6,5.7,6.0,6.5,6.1,5.5,8.0,14.2,14.4,13.6,11.9,11.2,9.6,7.8,6.6,5.7,4.7,4.0,6.3,"57,402",92.7
13173,Lanier,GA,GA-501,".Lanier County, Georgia",Lanier,"10,104","10,482","10,466","10,412","10,369","10,269","10,430","10,425","10,355","10,423",13173.0,GA,"Lanier County, GA",4.9,4.3,4.5,3.8,3.9,4.2,4.2,4.0,6.3,9.5,10.7,10.4,9.2,8.5,8.1,6.8,5.9,5.2,4.5,4.1,5.2,"42,667",68.9
13175,Laurens,GA,GA-501,".Laurens County, Georgia",Laurens,"48,384","47,891","47,842","47,733","47,569","47,486","47,279","47,376","47,336","47,546",13175.0,GA,"Laurens County, GA",4.5,4.5,5.6,6.4,5.9,5.8,5.6,5.5,7.7,11.7,13.4,13.7,12.1,10.7,9.3,7.7,6.7,5.9,4.9,4.6,6.7,"42,018",67.8
13177,Lee,GA,GA-501,".Lee County, Georgia",Lee,"28,414","28,578","28,708","29,039","29,122","29,173","29,184","29,410","29,751","29,992",13177.0,GA,"Lee County, GA",3.4,3.5,3.9,3.7,3.8,4.3,3.9,3.9,4.9,7.6,9.2,8.4,7.5,6.8,6.3,5.4,4.8,4.2,3.6,3.1,4.6,"72,425",116.9
13179,Liberty,GA,GA-501,".Liberty County, Georgia",Liberty,"62,765","65,179","64,412","62,341","64,091","61,611","61,473","61,619","60,606","61,435",13179.0,GA,"Liberty County, GA",5.2,5.0,6.2,5.6,5.8,6.3,6.2,5.7,6.5,8.9,9.2,9.2,8.8,8.4,7.7,6.4,5.9,5.2,4.3,3.9,6.2,"51,410",83.0
13181,Lincoln,GA,GA-501,".Lincoln County, Georgia",Lincoln,"7,970","7,872","7,764","7,734","7,644","7,722","7,855","7,856","7,925","7,921",13181.0,GA,"Lincoln County, GA",5.7,8.4,7.8,7.8,6.7,7.6,6.6,6.3,7.7,11.4,11.7,11.5,10.6,10.0,8.3,6.9,6.0,5.3,5.0,3.9,5.4,"45,299",73.1
13183,Long,GA,GA-501,".Long County, Georgia",Long,"14,574","15,088","15,994","16,484","17,029","17,658","18,372","18,780","19,091","19,559",13183.0,GA,"Long County, GA",3.6,3.3,4.4,3.9,4.3,4.3,4.3,4.0,4.8,6.9,8.5,8.8,8.4,8.1,7.4,6.0,5.5,4.9,4.0,3.8,4.4,"52,051",84.0
13185,Lowndes,GA,GA-501,".Lowndes County, Georgia",Lowndes,"109,689","111,479","114,071","112,883","113,506","113,342","114,360","115,404","116,309","117,406",13185.0,GA,"Lowndes County, GA",4.4,3.9,4.1,3.8,3.8,4.3,4.2,4.2,5.9,8.9,9.7,9.8,9.0,8.0,7.3,6.0,5.3,4.7,4.1,3.6,6.0,"46,450",75.0
13187,Lumpkin,GA,GA-501,".Lumpkin County, Georgia",Lumpkin,"30,282","30,457","30,686","30,873","31,120","31,285","31,415","32,801","32,899","33,610",13187.0,GA,"Lumpkin County, GA",2.9,3.4,4.5,4.4,4.5,5.1,4.5,4.5,7.6,12.3,10.5,9.7,8.2,7.3,6.4,5.5,4.9,4.2,3.6,3.3,4.8,"57,078",92.1
13189,McDuffie,GA,GA-501,".McDuffie County, Georgia",McDuffie,"21,803","21,614","21,630","21,499","21,524","21,462","21,456","21,511","21,532","21,312",13189.0,GA,"McDuffie County, GA",4.4,5.9,7.4,6.7,6.2,7.4,6.7,6.8,8.5,12.0,13.3,13.2,12.4,11.2,10.0,8.5,7.4,6.3,5.7,5.3,7.8,"44,473",71.8
13191,McIntosh,GA,GA-501,".McIntosh County, Georgia",McIntosh,"14,311","14,223","13,883","14,027","14,064","14,031","14,057","14,080","14,322","14,378",13191.0,GA,"McIntosh County, GA",4.3,4.3,5.3,4.7,4.9,5.7,4.7,4.4,6.4,10.6,10.7,10.5,9.6,8.9,7.9,6.6,5.9,5.1,4.1,3.7,5.7,"46,682",75.4
13193,Macon,GA,GA-501,".Macon County, Georgia",Macon,"14,645","14,454","14,301","13,976","13,819","13,688","13,478","13,254","13,160","12,947",13193.0,GA,"Macon County, GA",6.6,6.8,8.1,8.3,8.5,9.4,8.3,7.9,9.1,13.0,13.4,13.7,13.1,12.7,11.8,9.3,8.4,7.0,6.3,4.7,6.7,"34,634",55.9
13195,Madison,GA,GA-501,".Madison County, Georgia",Madison,"28,212","28,174","28,070","28,202","28,362","28,419","28,856","29,295","29,642","29,880",13195.0,GA,"Madison County, GA",3.2,4.0,4.4,4.3,4.4,4.7,4.0,4.0,5.6,9.1,10.6,10.1,8.8,7.5,6.7,5.6,5.0,4.3,3.6,3.2,5.2,"52,326",84.5
13197,Marion,GA,GA-501,".Marion County, Georgia",Marion,"8,741","8,701","8,672","8,580","8,632","8,558","8,468","8,403","8,373","8,359",13197.0,GA,"Marion County, GA",3.9,5.5,5.0,6.0,5.9,5.7,4.9,5.1,6.7,10.4,10.8,10.3,9.9,8.8,7.7,8.6,7.4,6.1,5.2,4.3,5.1,"41,190",66.5
13199,Meriwether,GA,GA-500,".Meriwether County, Georgia",Meriwether,"21,818","21,598","21,335","21,217","21,208","21,173","21,074","21,021","21,094","21,167",13199.0,GA,"Meriwether County, GA",4.5,5.4,6.4,6.9,7.0,7.7,6.9,6.4,9.1,14.4,13.9,13.2,11.8,10.7,9.8,8.2,7.0,6.0,5.1,4.7,8.6,"43,571",70.3
13201,Miller,GA,GA-501,".Miller County, Georgia",Miller,"6,133","6,071","6,004","5,899","5,944","5,848","5,874","5,813","5,684","5,718",13201.0,GA,"Miller County, GA",4.1,4.1,4.7,5.3,4.6,4.0,3.9,4.8,5.4,9.1,10.5,9.2,8.1,7.2,6.3,5.5,5.5,4.5,3.7,3.3,4.0,"41,769",67.4
13205,Mitchell,GA,GA-501,".Mitchell County, Georgia",Mitchell,"23,502","23,400","23,086","22,992","22,715","22,449","22,455","22,317","22,135","21,863",13205.0,GA,"Mitchell County, GA",5.1,5.4,6.1,6.0,6.3,6.0,5.3,5.6,7.4,10.5,11.0,9.9,8.7,8.5,7.9,6.8,6.7,6.3,5.5,4.6,6.5,"37,383",60.3
13207,Monroe,GA,GA-501,".Monroe County, Georgia",Monroe,"26,179","26,344","26,373","26,619","26,667","26,708","26,905","27,163","27,503","27,578",13207.0,GA,"Monroe County, GA",3.7,3.8,4.9,4.3,4.6,5.4,4.8,4.4,6.1,9.5,10.3,9.7,8.5,8.0,6.7,5.9,5.2,4.5,3.7,3.3,5.1,"70,488",113.8
13209,Montgomery,GA,GA-501,".Montgomery County, Georgia",Montgomery,"9,144","9,030","8,887","8,957","8,982","8,942","8,985","9,024","9,168","9,172",13209.0,GA,"Montgomery County, GA",5.7,6.7,7.3,6.2,5.9,6.2,5.6,5.0,7.9,9.4,12.2,13.1,11.5,11.4,10.4,8.8,7.5,6.7,5.8,5.2,5.4,"43,657",70.5
13211,Morgan,GA,GA-500,".Morgan County, Georgia",Morgan,"17,901","17,907","17,809","17,682","17,896","17,948","18,107","18,373","18,831","19,276",13211.0,GA,"Morgan County, GA",3.4,3.4,4.5,4.5,4.5,4.9,4.7,4.7,6.5,10.4,10.6,10.0,8.9,8.0,6.6,5.6,5.1,4.5,3.6,3.2,5.4,"67,089",108.3
13213,Murray,GA,GA-501,".Murray County, Georgia",Murray,"39,533","39,365","39,311","39,178","39,215","39,430","39,347","39,803","39,943","40,096",13213.0,GA,"Murray County, GA",3.3,4.3,4.7,4.4,4.3,4.9,4.7,4.9,8.0,13.6,13.9,13.8,12.6,11.2,9.4,7.5,7.2,6.2,5.4,5.2,7.6,"50,061",80.8
13215,Muscogee,GA,GA-505,".Muscogee County, Georgia",Muscogee,"191,101","195,271","198,965","203,225","200,563","198,702","196,219","193,836","194,169","195,769",13215.0,GA,"Muscogee County, GA",4.7,5.1,5.8,5.7,6.0,6.6,5.9,5.7,6.7,9.5,10.3,10.0,9.7,9.3,8.5,7.6,6.9,6.0,5.2,4.7,7.8,"47,035",75.9
13217,Newton,GA,GA-500,".Newton County, Georgia",Newton,"100,133","100,444","100,956","102,040","103,441","104,884","106,499","107,846","109,421","111,744",13217.0,GA,"Newton County, GA",3.2,3.7,5.3,5.6,5.6,6.4,5.7,5.7,8.1,12.8,12.9,12.3,10.9,9.6,8.2,6.9,6.1,5.4,4.6,4.0,7.1,"58,222",94.0
13219,Oconee,GA,GA-501,".Oconee County, Georgia",Oconee,"32,925","33,264","33,514","34,077","35,072","35,853","36,929","38,122","39,478","40,280",13219.0,GA,"Oconee County, GA",2.5,2.7,3.3,3.1,3.3,3.7,3.4,3.2,4.4,6.5,7.2,6.9,6.2,5.6,5.1,4.5,4.1,3.6,3.0,2.6,3.8,"100,878",162.8
13221,Oglethorpe,GA,GA-501,".Oglethorpe County, Georgia",Oglethorpe,"14,899","14,708","14,509","14,423","14,541","14,732","14,712","14,874","15,080","15,259",13221.0,GA,"Oglethorpe County, GA",3.0,4.0,4.5,4.4,4.4,4.9,4.0,4.2,5.6,8.9,9.8,9.7,8.4,7.5,6.6,5.6,4.9,4.4,3.8,3.3,4.8,"54,346",87.7
13223,Paulding,GA,GA-500,".Paulding County, Georgia",Paulding,"142,837","143,606","144,738","146,753","148,532","151,649","155,246","159,509","164,053","168,667",13223.0,GA,"Paulding County, GA",2.7,3.0,4.3,4.4,4.6,5.0,4.5,4.4,6.4,10.6,10.1,9.4,8.2,7.2,6.2,5.3,4.7,4.2,3.5,3.0,5.4,"76,580",123.6
13225,Peach,GA,GA-501,".Peach County, Georgia",Peach,"27,857","27,786","27,765","27,162","27,142","26,970","26,885","26,961","27,363","27,546",13225.0,GA,"Peach County, GA",4.5,4.6,5.5,6.2,7.0,7.2,6.3,5.9,7.6,10.8,12.2,11.7,11.0,10.6,9.5,8.1,7.1,5.9,5.3,4.2,6.2,"49,815",80.4
13227,Pickens,GA,GA-500,".Pickens County, Georgia",Pickens,"29,436","29,390","29,260","29,387","29,807","30,136","30,652","31,541","32,014","32,591",13227.0,GA,"Pickens County, GA",3.0,3.3,4.4,4.7,4.2,4.4,4.0,4.1,6.4,11.1,11.1,10.5,9.0,7.9,6.7,5.4,4.9,4.3,3.6,3.1,4.8,"66,183",106.8
13229,Pierce,GA,GA-501,".Pierce County, Georgia",Pierce,"18,815","18,774","18,905","19,017","19,010","19,094","19,104","19,197","19,388","19,465",13229.0,GA,"Pierce County, GA",4.0,4.4,5.0,4.6,4.6,5.1,4.5,4.3,5.8,9.8,10.6,10.6,9.3,8.5,7.5,6.3,5.4,4.6,3.8,3.5,4.5,"46,701",75.4
13231,Pike,GA,GA-500,".Pike County, Georgia",Pike,"17,922","17,785","17,770","17,774","17,765","17,925","17,897","18,204","18,647","18,962",13231.0,GA,"Pike County, GA",3.7,4.0,5.5,5.5,5.2,6.1,4.9,4.6,7.1,11.5,10.8,10.1,9.1,8.4,7.0,5.8,5.2,4.5,3.7,3.1,5.0,"74,905",120.9
13233,Polk,GA,GA-501,".Polk County, Georgia",Polk,"41,547","41,281","41,101","40,977","40,879","41,207","41,555","41,818","42,346","42,613",13233.0,GA,"Polk County, GA",4.1,4.9,5.7,5.0,5.3,5.4,4.7,4.8,6.8,11.3,12.2,11.5,9.9,8.8,7.8,6.7,6.2,5.3,4.3,3.7,6.0,"47,896",77.3
13235,Pulaski,GA,GA-501,".Pulaski County, Georgia",Pulaski,"11,969","11,839","11,699","11,563","11,509","11,395","11,288","11,181","11,080","11,137",13235.0,GA,"Pulaski County, GA",4.0,6.4,6.0,4.7,4.9,6.1,4.9,4.3,5.8,8.2,9.3,9.6,8.9,8.8,7.8,6.7,5.9,5.3,4.4,4.0,4.5,"42,274",68.2
13237,Putnam,GA,GA-501,".Putnam County, Georgia",Putnam,"21,191","21,240","21,133","21,280","21,143","21,307","21,515","21,692","21,820","22,119",13237.0,GA,"Putnam County, GA",3.5,4.0,4.8,4.8,4.7,5.8,4.9,4.7,7.6,11.5,13.1,12.9,11.4,10.3,9.1,8.2,7.1,5.8,5.1,4.4,6.6,"62,282",100.5
13239,Quitman,GA,GA-501,".Quitman County, Georgia",Quitman,"2,512","2,453","2,406","2,367","2,285","2,275","2,320","2,333","2,260","2,299",13239.0,GA,"Quitman County, GA",6.3,7.6,6.6,5.5,6.7,6.7,5.5,5.9,9.3,12.5,10.2,10.1,9.4,8.1,8.4,6.9,7.4,5.9,5.7,5.2,6.5,"35,522",57.3
13241,Rabun,GA,GA-501,".Rabun County, Georgia",Rabun,"16,277","16,257","16,304","16,184","16,158","16,223","16,465","16,545","16,857","17,137",13241.0,GA,"Rabun County, GA",3.2,3.9,4.4,4.0,4.0,5.0,5.9,6.4,6.9,10.9,12.0,12.3,11.3,9.8,8.2,6.8,6.0,5.0,4.1,3.6,5.3,"46,639",75.3
13243,Randolph,GA,GA-501,".Randolph County, Georgia",Randolph,"7,668","7,567","7,308","7,201","7,314","7,150","7,155","6,969","6,812","6,778",13243.0,GA,"Randolph County, GA",5.9,8.2,9.4,8.0,7.7,8.1,6.9,7.0,9.1,12.7,12.3,12.6,12.3,10.3,9.7,9.3,8.6,6.5,5.6,4.9,5.9,"33,505",54.1
13245,Richmond,GA,GA-504,".Richmond County, Georgia",Richmond,"201,115","200,568","201,742","201,335","201,287","201,451","201,949","201,673","201,667","202,518",13245.0,GA,"Richmond County, GA",4.4,4.9,5.9,5.8,6.3,7.3,6.8,6.6,7.7,10.6,11.1,11.1,10.5,9.8,8.7,7.5,6.8,6.0,5.3,4.7,7.6,"44,810",72.3
13247,Rockdale,GA,GA-500,".Rockdale County, Georgia",Rockdale,"85,354","85,409","85,427","86,480","87,164","88,354","88,987","89,843","90,505","90,896",13247.0,GA,"Rockdale County, GA",3.1,3.5,5.1,5.3,5.3,6.2,5.5,5.4,7.5,11.7,11.4,11.1,10.0,9.1,7.9,6.6,5.9,5.3,4.5,3.9,7.6,"60,281",97.3
13249,Schley,GA,GA-501,".Schley County, Georgia",Schley,"5,020","5,044","5,024","5,095","5,189","5,209","5,173","5,235","5,230","5,257",13249.0,GA,"Schley County, GA",4.1,4.9,5.1,6.0,6.3,7.2,6.1,6.4,7.2,13.3,12.2,11.4,10.3,9.2,7.6,6.8,6.4,5.5,4.7,3.9,4.3,"51,129",82.5
13251,Screven,GA,GA-501,".Screven County, Georgia",Screven,"14,501","14,405","14,168","14,145","14,002","14,059","14,003","13,956","13,960","13,966",13251.0,GA,"Screven County, GA",4.9,7.0,5.9,5.9,5.6,5.9,5.2,5.3,8.5,14.8,17.2,15.6,13.6,12.5,10.0,8.5,7.6,6.3,5.5,5.5,8.2,"42,331",68.3
13253,Seminole,GA,GA-501,".Seminole County, Georgia",Seminole,"8,727","8,767","8,871","8,848","8,603","8,565","8,427","8,253","8,270","8,090",13253.0,GA,"Seminole County, GA",4.9,5.3,6.1,5.8,6.0,6.1,5.5,5.9,7.9,11.3,12.7,12.6,10.8,10.2,9.5,8.2,8.0,6.5,5.4,4.3,5.0,"38,618",62.3
13255,Spalding,GA,GA-500,".Spalding County, Georgia",Spalding,"64,096","64,044","63,691","63,508","63,692","63,818","64,546","65,358","66,107","66,703",13255.0,GA,"Spalding County, GA",4.3,4.8,6.6,6.7,6.5,7.8,6.8,6.1,9.1,14.8,15.0,13.9,12.4,11.4,9.5,8.2,7.0,5.9,4.8,4.1,7.6,"49,237",79.5
13257,Stephens,GA,GA-501,".Stephens County, Georgia",Stephens,"26,117","25,750","25,703","25,551","25,406","25,446","25,637","25,736","26,007","25,925",13257.0,GA,"Stephens County, GA",3.6,5.1,5.4,6.3,6.6,6.2,5.4,5.3,6.7,11.1,12.5,11.9,10.4,9.1,7.7,6.6,6.0,5.3,4.6,3.9,6.4,"45,416",73.3
13259,Stewart,GA,GA-501,".Stewart County, Georgia",Stewart,"6,102","6,067","6,109","5,559","5,887","5,973","6,122","6,314","6,435","6,621",13259.0,GA,"Stewart County, GA",5.4,7.4,6.5,7.8,11.3,9.8,7.1,6.8,8.5,11.1,10.4,9.6,9.0,8.6,7.5,7.0,6.5,6.0,4.9,4.4,5.7,"34,566",55.8
13261,Sumter,GA,GA-501,".Sumter County, Georgia",Sumter,"32,684","32,068","31,582","31,335","31,161","30,696","30,403","29,901","29,796","29,524",13261.0,GA,"Sumter County, GA",4.1,5.7,6.5,5.9,6.3,7.3,6.6,7.7,8.3,13.6,13.4,12.4,11.7,11.2,9.5,8.5,7.7,6.9,6.0,4.9,7.4,"40,250",65.0
13263,Talbot,GA,GA-501,".Talbot County, Georgia",Talbot,"6,880","6,850","6,640","6,554","6,534","6,498","6,366","6,256","6,290","6,195",13263.0,GA,"Talbot County, GA",5.4,6.3,6.0,6.3,6.6,7.6,6.7,7.0,7.1,9.9,10.2,10.5,9.9,9.2,7.9,7.9,6.8,6.2,5.1,4.5,6.9,"41,045",66.3
13265,Taliaferro,GA,GA-501,".Taliaferro County, Georgia",Taliaferro,"1,703","1,705","1,674","1,690","1,693","1,642","1,611","1,613","1,612","1,537",13265.0,GA,"Taliaferro County, GA",5.1,9.1,12.0,8.1,6.8,8.0,7.5,8.6,8.9,15.2,18.2,15.6,14.1,11.9,11.0,8.0,6.9,6.7,5.4,5.1,7.2,"37,046",59.8
13267,Tattnall,GA,GA-501,".Tattnall County, Georgia",Tattnall,"25,475","25,436","25,463","25,635","25,321","25,387","25,342","25,409","25,485","25,286",13267.0,GA,"Tattnall County, GA",5.7,5.1,5.7,5.3,5.7,6.8,5.7,5.2,7.2,9.4,9.2,8.7,8.2,7.9,7.0,6.3,5.4,5.0,4.3,3.9,4.3,"41,457",66.9
13269,Taylor,GA,GA-501,".Taylor County, Georgia",Taylor,"8,777","8,440","8,361","8,380","8,380","8,243","8,189","8,110","8,020","8,020",13269.0,GA,"Taylor County, GA",5.3,6.1,6.3,6.4,7.2,8.3,6.8,6.4,8.1,12.5,14.6,14.3,13.2,11.6,10.3,9.3,7.6,8.8,6.6,4.2,6.7,"28,234",45.6
13271,Telfair,GA,GA-501,".Telfair County, Georgia",Telfair,"16,518","16,243","16,367","16,633","16,454","16,451","15,962","15,929","15,974","15,860",13271.0,GA,"Telfair County, GA",7.7,11.7,10.9,9.1,8.1,8.1,8.2,8.3,11.6,14.6,14.9,13.1,11.6,11.3,9.8,8.8,8.5,7.9,6.8,9.4,9.9,"36,264",58.5
13273,Terrell,GA,GA-501,".Terrell County, Georgia",Terrell,"9,526","9,392","9,225","9,165","9,079","9,013","8,861","8,695","8,587","8,531",13273.0,GA,"Terrell County, GA",5.2,6.4,7.8,5.7,6.3,7.3,6.2,6.5,7.1,10.9,12.4,11.9,10.7,9.7,8.1,7.6,6.6,6.1,6.8,5.1,7.5,"37,122",59.9
13275,Thomas,GA,GA-501,".Thomas County, Georgia",Thomas,"44,747","44,590","44,528","44,770","44,765","44,796","44,950","44,619","44,334","44,451",13275.0,GA,"Thomas County, GA",4.2,4.2,4.8,4.6,4.8,4.8,4.4,4.5,6.3,9.6,11.4,10.3,9.6,9.0,8.8,7.4,6.3,5.9,4.8,4.0,6.2,"47,978",77.4
13277,Tift,GA,GA-501,".Tift County, Georgia",Tift,"40,251","41,159","40,945","40,180","40,453","40,536","40,554","40,431","40,542","40,644",13277.0,GA,"Tift County, GA",4.1,4.6,4.8,4.7,4.8,5.5,5.5,5.7,7.7,11.5,12.1,12.0,9.9,8.4,7.3,6.2,5.5,4.7,4.1,3.4,5.1,"47,764",77.1
13279,Toombs,GA,GA-501,".Toombs County, Georgia",Toombs,"27,244","27,195","27,168","27,189","27,135","27,150","27,121","26,859","26,902","26,830",13279.0,GA,"Toombs County, GA",6.5,6.5,7.7,6.5,6.3,6.7,5.6,5.1,7.7,10.4,12.4,13.3,11.6,10.9,9.9,8.9,7.9,6.6,5.9,5.0,6.6,"41,442",66.9
13281,Towns,GA,GA-501,".Towns County, Georgia",Towns,"10,535","10,580","10,563","10,787","11,084","11,212","11,419","11,553","11,866","12,037",13281.0,GA,"Towns County, GA",4.3,3.8,4.2,3.9,3.9,4.2,3.7,4.0,6.4,9.1,13.0,12.5,11.2,10.5,9.2,8.0,6.9,6.6,5.7,4.9,6.7,"49,023",79.1
13283,Treutlen,GA,GA-501,".Treutlen County, Georgia",Treutlen,"6,894","6,824","6,789","6,687","6,811","6,803","6,710","6,746","6,813","6,901",13283.0,GA,"Treutlen County, GA",7.8,6.8,8.0,7.3,6.7,7.9,6.6,6.3,9.2,12.0,12.2,13.1,13.3,12.2,10.6,8.6,7.8,6.8,5.9,5.3,6.0,"37,478",60.5
13285,Troup,GA,GA-501,".Troup County, Georgia",Troup,"67,054","67,629","68,282","68,801","69,278","69,595","69,939","70,062","70,078","69,922",13285.0,GA,"Troup County, GA",3.6,4.5,5.9,5.8,6.1,7.3,6.3,6.2,8.8,13.5,11.7,10.9,9.7,8.6,7.4,6.2,5.2,4.4,3.7,3.2,7.3,"47,296",76.3
13287,Turner,GA,GA-501,".Turner County, Georgia",Turner,"8,910","8,940","8,445","8,206","8,066","7,982","7,944","7,895","7,908","7,985",13287.0,GA,"Turner County, GA",5.5,6.3,7.0,6.8,5.8,7.1,6.2,7.2,8.8,14.7,16.8,14.2,11.5,9.9,8.0,6.9,6.6,5.7,5.1,3.8,7.2,"35,400",57.1
13289,Twiggs,GA,GA-501,".Twiggs County, Georgia",Twiggs,"8,973","8,827","8,552","8,516","8,392","8,347","8,249","8,253","8,174","8,120",13289.0,GA,"Twiggs County, GA",4.4,5.5,6.6,5.6,5.7,7.3,6.2,6.1,7.5,11.6,15.6,15.3,14.7,13.7,11.2,9.3,8.8,7.6,6.0,5.7,7.4,"44,079",71.2
13291,Union,GA,GA-501,".Union County, Georgia",Union,"21,370","21,252","21,328","21,424","21,764","22,007","22,640","23,376","23,905","24,511",13291.0,GA,"Union County, GA",3.9,3.7,4.7,4.5,4.4,4.6,4.0,3.9,6.3,9.9,11.2,10.1,8.7,7.8,6.6,5.4,4.8,4.6,3.7,3.2,4.4,"57,049",92.1
13293,Upson,GA,GA-501,".Upson County, Georgia",Upson,"27,054","26,920","26,562","26,421","26,161","26,231","26,245","26,201","26,185","26,320",13293.0,GA,"Upson County, GA",5.0,8.7,9.6,6.7,6.5,7.2,6.8,6.9,8.9,13.5,12.4,11.5,10.5,9.8,8.9,7.4,6.5,5.5,4.5,3.6,6.6,"40,926",66.1
